good afternoon ,добрый день,Social conventions
good evening ,добрый вечер,Social conventions
good morning ,доброе утро,Social conventions
goodbye ,до свидания,Social conventions
goodnight ,спокойной ночи,Social conventions
have a good journey ,счастливого пути,Social conventions
hello ,здравствуй(те),Social conventions
hello (on the telephone) ,алло,Social conventions
help! ,помогите! на помощь!,Social conventions
hi! ,привет!,Social conventions
how are you? ,как дела?,Social conventions
it is time to ,пора,Social conventions
I beg your pardon? Pardon? ,извините!,Social conventions
It’s a pleasure ,с удовольствием,Social conventions
meet you at 6 o’clock ,встретимся в 6 часов,Social conventions
meeting; meeting place ,встреча; место встречи,Social conventions
nightmare! ,кошмар!,Social conventions
no thank you ,нет спасибо,Social conventions
of course ,конечно,Social conventions
please ,пожалуйста,Social conventions
see you later ,пока!,Social conventions
see you soon ,до скорого,Social conventions
see you tomorrow/on Friday ,до завтра / до пятницы,Social conventions
sorry ,извини(те),Social conventions
thank you (very much) ,(большое) спасибо,Social conventions
that doesn't matter/that's ok ,ничего,Social conventions
what is (your) name? ,как (вас) зовут?,Social conventions
address ,адрес,Language used in dialogues and messages
area code ,код региона,Language used in dialogues and messages
call me (informal/formal) ,позвони(те) мне,Language used in dialogues and messages
dial the number ,набирать/набрать номер,Language used in dialogues and messages
email ,электронная почта,Language used in dialogues and messages
I’ll be right back ,я сейчас вернусь,Language used in dialogues and messages
I’m listening ,я вас слушаю,Language used in dialogues and messages
message ,сообщение,Language used in dialogues and messages
mobile phone ,"мобильный телефон, мобильник",Language used in dialogues and messages
moment ,момент,Language used in dialogues and messages
on line ,онлайн,Language used in dialogues and messages
on the line/speaking ,на линии / слушаю,Language used in dialogues and messages
please repeat that ,"пожалуйста, повторите",Language used in dialogues and messages
postcode ,индекс,Language used in dialogues and messages
receiver (telephone) ,телефонная трубка,Language used in dialogues and messages
sender ,отправитель,Language used in dialogues and messages
stay on the line ,не кладите трубку,Language used in dialogues and messages
telephone ,телефон,Language used in dialogues and messages
text message ,СМС,Language used in dialogues and messages
tone ,тон,Language used in dialogues and messages
voice mail ,голосовая почта,Language used in dialogues and messages
wait ,подождите,Language used in dialogues and messages
wrong number ,не тот номер / вы ошиблись номером,Language used in dialogues and messages
appetite ,аппетит,"Identity and culture: daily life, food and drink, including eating out"
apple ,яблоко,"Identity and culture: daily life, food and drink, including eating out"
banana ,банан,"Identity and culture: daily life, food and drink, including eating out"
beans ,фасоль,"Identity and culture: daily life, food and drink, including eating out"
beef ,говядина,"Identity and culture: daily life, food and drink, including eating out"
Beef Stroganov ,Бефстроганов,"Identity and culture: daily life, food and drink, including eating out"
beer ,пиво,"Identity and culture: daily life, food and drink, including eating out"
beetroot ,свёкла,"Identity and culture: daily life, food and drink, including eating out"
"beetroot soup, borscht ",борщ,"Identity and culture: daily life, food and drink, including eating out"
bill ,счёт,"Identity and culture: daily life, food and drink, including eating out"
biscuit ,печенье,"Identity and culture: daily life, food and drink, including eating out"
bottle ,бутылка,"Identity and culture: daily life, food and drink, including eating out"
bread ,хлеб,"Identity and culture: daily life, food and drink, including eating out"
breakfast ,завтрак,"Identity and culture: daily life, food and drink, including eating out"
business lunch ,бизнес-ланч,"Identity and culture: daily life, food and drink, including eating out"
butter ,масло,"Identity and culture: daily life, food and drink, including eating out"
cabbage ,капуста,"Identity and culture: daily life, food and drink, including eating out"
cabbage soup ,щи,"Identity and culture: daily life, food and drink, including eating out"
café ,кафе,"Identity and culture: daily life, food and drink, including eating out"
cake ,торт,"Identity and culture: daily life, food and drink, including eating out"
carrot ,морковь,"Identity and culture: daily life, food and drink, including eating out"
caviar ,икра,"Identity and culture: daily life, food and drink, including eating out"
champagne ,шампанское,"Identity and culture: daily life, food and drink, including eating out"
cheese ,сыр,"Identity and culture: daily life, food and drink, including eating out"
chicken ,курица,"Identity and culture: daily life, food and drink, including eating out"
chips ,картофель фри,"Identity and culture: daily life, food and drink, including eating out"
chocolate ,шоколад,"Identity and culture: daily life, food and drink, including eating out"
closed (on Mondays) ,закрыто (по понедельникам),"Identity and culture: daily life, food and drink, including eating out"
cocoa ,какао,"Identity and culture: daily life, food and drink, including eating out"
coffee ,кофе,"Identity and culture: daily life, food and drink, including eating out"
crisps ,чипсы,"Identity and culture: daily life, food and drink, including eating out"
cucumber ,огурец,"Identity and culture: daily life, food and drink, including eating out"
cup ,чашка,"Identity and culture: daily life, food and drink, including eating out"
custom ,обычай,"Identity and culture: daily life, food and drink, including eating out"
customer ,"покупатель, клиент","Identity and culture: daily life, food and drink, including eating out"
daily ,повседневный,"Identity and culture: daily life, food and drink, including eating out"
delicious ,вкусно,"Identity and culture: daily life, food and drink, including eating out"
dessert ,десерт,"Identity and culture: daily life, food and drink, including eating out"
dining room ,столовая,"Identity and culture: daily life, food and drink, including eating out"
dish ,блюдо,"Identity and culture: daily life, food and drink, including eating out"
drink ,напиток,"Identity and culture: daily life, food and drink, including eating out"
egg ,яйцо,"Identity and culture: daily life, food and drink, including eating out"
enjoy your meal! ,приятного аппетита,"Identity and culture: daily life, food and drink, including eating out"
euro ,евро,"Identity and culture: daily life, food and drink, including eating out"
"evening meal, dinner ",ужин,"Identity and culture: daily life, food and drink, including eating out"
everyday ,повседневный,"Identity and culture: daily life, food and drink, including eating out"
fast food ,фаст-фуд,"Identity and culture: daily life, food and drink, including eating out"
first course ,первое (блюдо),"Identity and culture: daily life, food and drink, including eating out"
fish ,рыба,"Identity and culture: daily life, food and drink, including eating out"
fizzy water ,газированная вода,"Identity and culture: daily life, food and drink, including eating out"
fresh ,свежий,"Identity and culture: daily life, food and drink, including eating out"
food ,еда,"Identity and culture: daily life, food and drink, including eating out"
foodstuffs ,продукты,"Identity and culture: daily life, food and drink, including eating out"
fruit ,фрукты,"Identity and culture: daily life, food and drink, including eating out"
fruit juice ,сок,"Identity and culture: daily life, food and drink, including eating out"
grapefruit ,грейпфрут,"Identity and culture: daily life, food and drink, including eating out"
grapes ,виноград,"Identity and culture: daily life, food and drink, including eating out"
ham ,ветчина,"Identity and culture: daily life, food and drink, including eating out"
hamburger ,гамбургер,"Identity and culture: daily life, food and drink, including eating out"
hot chocolate ,горячий шоколад,"Identity and culture: daily life, food and drink, including eating out"
ice cream ,мороженое,"Identity and culture: daily life, food and drink, including eating out"
ice cream parlour ,кафе-мороженое,"Identity and culture: daily life, food and drink, including eating out"
I’ll take it! ,Я возьму!,"Identity and culture: daily life, food and drink, including eating out"
jam ,"варенье, джем","Identity and culture: daily life, food and drink, including eating out"
juice ,сок,"Identity and culture: daily life, food and drink, including eating out"
kebab ,шашлык,"Identity and culture: daily life, food and drink, including eating out"
lemon ,лимон,"Identity and culture: daily life, food and drink, including eating out"
lemonade ,лимонад,"Identity and culture: daily life, food and drink, including eating out"
"lettuce, salad ",салат,"Identity and culture: daily life, food and drink, including eating out"
life ,жизнь,"Identity and culture: daily life, food and drink, including eating out"
lunch ,обед,"Identity and culture: daily life, food and drink, including eating out"
main course ,второе (блюдо),"Identity and culture: daily life, food and drink, including eating out"
margarine ,маргарин,"Identity and culture: daily life, food and drink, including eating out"
meal ,обед,"Identity and culture: daily life, food and drink, including eating out"
meat ,мясо,"Identity and culture: daily life, food and drink, including eating out"
menu ,меню,"Identity and culture: daily life, food and drink, including eating out"
milk ,молоко,"Identity and culture: daily life, food and drink, including eating out"
milkshake ,молочный коктейль,"Identity and culture: daily life, food and drink, including eating out"
mineral water ,минеральная вода,"Identity and culture: daily life, food and drink, including eating out"
money ,деньги,"Identity and culture: daily life, food and drink, including eating out"
mushroom ,гриб,"Identity and culture: daily life, food and drink, including eating out"
napkin ,салфетка,"Identity and culture: daily life, food and drink, including eating out"
oil ,масло,"Identity and culture: daily life, food and drink, including eating out"
omelette ,омлет,"Identity and culture: daily life, food and drink, including eating out"
onion ,лук,"Identity and culture: daily life, food and drink, including eating out"
orange ,апельсин,"Identity and culture: daily life, food and drink, including eating out"
packet ,пачка,"Identity and culture: daily life, food and drink, including eating out"
pancakes ,блины,"Identity and culture: daily life, food and drink, including eating out"
pasta ,макароны,"Identity and culture: daily life, food and drink, including eating out"
peach ,персик,"Identity and culture: daily life, food and drink, including eating out"
pelmeni (meat parcels) ,пельмени,"Identity and culture: daily life, food and drink, including eating out"
pepper ,перец,"Identity and culture: daily life, food and drink, including eating out"
pizza ,пицца,"Identity and culture: daily life, food and drink, including eating out"
"pizzeria, pizza restaurant ",пиццерия,"Identity and culture: daily life, food and drink, including eating out"
porridge ,каша,"Identity and culture: daily life, food and drink, including eating out"
portion ,порция,"Identity and culture: daily life, food and drink, including eating out"
potato ,"картофель, картошка","Identity and culture: daily life, food and drink, including eating out"
price ,цена,"Identity and culture: daily life, food and drink, including eating out"
restaurant ,ресторан,"Identity and culture: daily life, food and drink, including eating out"
rice ,рис,"Identity and culture: daily life, food and drink, including eating out"
rouble ,рубль,"Identity and culture: daily life, food and drink, including eating out"
"salami, cooked sausage ",колбаса,"Identity and culture: daily life, food and drink, including eating out"
salt ,соль,"Identity and culture: daily life, food and drink, including eating out"
sandwich ,"бутерброд, сандвич","Identity and culture: daily life, food and drink, including eating out"
sausages ,сосиски,"Identity and culture: daily life, food and drink, including eating out"
service ,сервис,"Identity and culture: daily life, food and drink, including eating out"
"sideboard, dresser ",буфет,"Identity and culture: daily life, food and drink, including eating out"
snack ,закуска,"Identity and culture: daily life, food and drink, including eating out"
snack bar ,буфет,"Identity and culture: daily life, food and drink, including eating out"
soup ,суп,"Identity and culture: daily life, food and drink, including eating out"
soured cream ,сметана,"Identity and culture: daily life, food and drink, including eating out"
speciality ,специальность,"Identity and culture: daily life, food and drink, including eating out"
starters ,закуски,"Identity and culture: daily life, food and drink, including eating out"
steak ,бифштекс,"Identity and culture: daily life, food and drink, including eating out"
still water ,негазированная вода,"Identity and culture: daily life, food and drink, including eating out"
sugar ,сахар,"Identity and culture: daily life, food and drink, including eating out"
supermarket ,супермаркет,"Identity and culture: daily life, food and drink, including eating out"
supper ,ужин,"Identity and culture: daily life, food and drink, including eating out"
sweet ,конфета,"Identity and culture: daily life, food and drink, including eating out"
sweet (tasting) ,сладкий,"Identity and culture: daily life, food and drink, including eating out"
"sweet course, dessert ",сладкое (блюдо),"Identity and culture: daily life, food and drink, including eating out"
table ,стол,"Identity and culture: daily life, food and drink, including eating out"
tasty ,вкусный,"Identity and culture: daily life, food and drink, including eating out"
tea ,чай,"Identity and culture: daily life, food and drink, including eating out"
to have breakfast ,завтракать/по,"Identity and culture: daily life, food and drink, including eating out"
to have lunch ,обедать/по,"Identity and culture: daily life, food and drink, including eating out"
to have supper ,ужинать/по,"Identity and culture: daily life, food and drink, including eating out"
to pay ,платить/за,"Identity and culture: daily life, food and drink, including eating out"
tomato ,помидор,"Identity and culture: daily life, food and drink, including eating out"
vegetables ,овощи,"Identity and culture: daily life, food and drink, including eating out"
vegetarian ,"вегетарианец, вегетарианка","Identity and culture: daily life, food and drink, including eating out"
vitamins ,витамины,"Identity and culture: daily life, food and drink, including eating out"
vodka ,водка,"Identity and culture: daily life, food and drink, including eating out"
waiter/waitress ,официант/официантка,"Identity and culture: daily life, food and drink, including eating out"
water ,вода,"Identity and culture: daily life, food and drink, including eating out"
watermelon ,арбуз,"Identity and culture: daily life, food and drink, including eating out"
wine ,вино,"Identity and culture: daily life, food and drink, including eating out"
yoghurt ,йогурт,"Identity and culture: daily life, food and drink, including eating out"
choice ,выбор,"Identity and culture: daily life, food and drink, including eating out"
chop (e.g. pork/lamb) ,котлета,"Identity and culture: daily life, food and drink, including eating out"
cooked ,приготовленный,"Identity and culture: daily life, food and drink, including eating out"
cream ,сливки,"Identity and culture: daily life, food and drink, including eating out"
duck ,утка,"Identity and culture: daily life, food and drink, including eating out"
fork ,вилка,"Identity and culture: daily life, food and drink, including eating out"
fried egg ,яичница,"Identity and culture: daily life, food and drink, including eating out"
garlic ,чеснок,"Identity and culture: daily life, food and drink, including eating out"
glass ,стакан,"Identity and culture: daily life, food and drink, including eating out"
homemade ,домашний,"Identity and culture: daily life, food and drink, including eating out"
honey ,мёд,"Identity and culture: daily life, food and drink, including eating out"
jar ,банка,"Identity and culture: daily life, food and drink, including eating out"
knife ,нож,"Identity and culture: daily life, food and drink, including eating out"
lamb ,баранина,"Identity and culture: daily life, food and drink, including eating out"
mayonnaise ,майонез,"Identity and culture: daily life, food and drink, including eating out"
medium ,средний,"Identity and culture: daily life, food and drink, including eating out"
mince ,фарш,"Identity and culture: daily life, food and drink, including eating out"
mixed ,смешанный,"Identity and culture: daily life, food and drink, including eating out"
mustard ,горчица,"Identity and culture: daily life, food and drink, including eating out"
"natural, organic food ",натуральная еда,"Identity and culture: daily life, food and drink, including eating out"
noodles ,лапша,"Identity and culture: daily life, food and drink, including eating out"
nuts ,орехи,"Identity and culture: daily life, food and drink, including eating out"
organic food ,экологически чистая еда,"Identity and culture: daily life, food and drink, including eating out"
pastries ,пирожные,"Identity and culture: daily life, food and drink, including eating out"
pear ,груша,"Identity and culture: daily life, food and drink, including eating out"
peas ,горох,"Identity and culture: daily life, food and drink, including eating out"
pineapple ,ананас,"Identity and culture: daily life, food and drink, including eating out"
plate ,тарелка,"Identity and culture: daily life, food and drink, including eating out"
pork ,свинина,"Identity and culture: daily life, food and drink, including eating out"
raspberry ,малина,"Identity and culture: daily life, food and drink, including eating out"
roll (bread) ,булочка,"Identity and culture: daily life, food and drink, including eating out"
salmon ,лосось,"Identity and culture: daily life, food and drink, including eating out"
sauce ,соус,"Identity and culture: daily life, food and drink, including eating out"
sea food ,морепродукты,"Identity and culture: daily life, food and drink, including eating out"
self-service ,самообслуживание,"Identity and culture: daily life, food and drink, including eating out"
service ,обслуживание,"Identity and culture: daily life, food and drink, including eating out"
slice ,кусочек,"Identity and culture: daily life, food and drink, including eating out"
spoon ,ложка,"Identity and culture: daily life, food and drink, including eating out"
strawberry ,клубника,"Identity and culture: daily life, food and drink, including eating out"
table cloth ,скатерть,"Identity and culture: daily life, food and drink, including eating out"
"taste, preference ",вкус,"Identity and culture: daily life, food and drink, including eating out"
tip (money) ,на чай,"Identity and culture: daily life, food and drink, including eating out"
to get to know ,знакомиться/по,"Identity and culture: daily life, food and drink, including eating out"
to serve ,обслуживать/обслужить,"Identity and culture: daily life, food and drink, including eating out"
to taste ,пробовать/по,"Identity and culture: daily life, food and drink, including eating out"
towel ,полотенце,"Identity and culture: daily life, food and drink, including eating out"
turkey ,индейка,"Identity and culture: daily life, food and drink, including eating out"
vinegar ,уксус,"Identity and culture: daily life, food and drink, including eating out"
belt ,пояс,Identity and culture: what my friends and family are like - Words relating to dress and style
blouse ,блузка,Identity and culture: what my friends and family are like - Words relating to dress and style
boots ,сапоги,Identity and culture: what my friends and family are like - Words relating to dress and style
bracelet ,браслет,Identity and culture: what my friends and family are like - Words relating to dress and style
"brand, lable ",бренд,Identity and culture: what my friends and family are like - Words relating to dress and style
cap ,кепка,Identity and culture: what my friends and family are like - Words relating to dress and style
clothes ,одежда,Identity and culture: what my friends and family are like - Words relating to dress and style
clothes shop ,магазин одежды,Identity and culture: what my friends and family are like - Words relating to dress and style
coat/overcoat ,пальто,Identity and culture: what my friends and family are like - Words relating to dress and style
dress ,платье,Identity and culture: what my friends and family are like - Words relating to dress and style
dressed in ,одет в,Identity and culture: what my friends and family are like - Words relating to dress and style
fashion ,мода,Identity and culture: what my friends and family are like - Words relating to dress and style
fashionable ,модный,Identity and culture: what my friends and family are like - Words relating to dress and style
flowers ,цветы,Identity and culture: what my friends and family are like - Words relating to dress and style
footwear ,обувь,Identity and culture: what my friends and family are like - Words relating to dress and style
fur coat ,шуба,Identity and culture: what my friends and family are like - Words relating to dress and style
fur hat ,шапка,Identity and culture: what my friends and family are like - Words relating to dress and style
handbag ,сумка,Identity and culture: what my friends and family are like - Words relating to dress and style
hat ,шляпа,Identity and culture: what my friends and family are like - Words relating to dress and style
jacket ,пиджак,Identity and culture: what my friends and family are like - Words relating to dress and style
jeans ,джинсы,Identity and culture: what my friends and family are like - Words relating to dress and style
jumper ,джемпер,Identity and culture: what my friends and family are like - Words relating to dress and style
leather ,кожа,Identity and culture: what my friends and family are like - Words relating to dress and style
made of leather ,кожаный,Identity and culture: what my friends and family are like - Words relating to dress and style
make ,марка,Identity and culture: what my friends and family are like - Words relating to dress and style
makeup ,косметика,Identity and culture: what my friends and family are like - Words relating to dress and style
"pants, briefs ",трусы,Identity and culture: what my friends and family are like - Words relating to dress and style
pyjamas ,пижама,Identity and culture: what my friends and family are like - Words relating to dress and style
rucksack ,рюкзак,Identity and culture: what my friends and family are like - Words relating to dress and style
scarf ,шарф,Identity and culture: what my friends and family are like - Words relating to dress and style
shirt ,рубашка,Identity and culture: what my friends and family are like - Words relating to dress and style
shoes ,туфли,Identity and culture: what my friends and family are like - Words relating to dress and style
shorts ,шорты,Identity and culture: what my friends and family are like - Words relating to dress and style
size ,размер,Identity and culture: what my friends and family are like - Words relating to dress and style
skirt ,юбка,Identity and culture: what my friends and family are like - Words relating to dress and style
small ,маленький,Identity and culture: what my friends and family are like - Words relating to dress and style
smart ,элегантный,Identity and culture: what my friends and family are like - Words relating to dress and style
socks ,носки,Identity and culture: what my friends and family are like - Words relating to dress and style
sportsman ,спортсмен,Identity and culture: what my friends and family are like - Words relating to dress and style
sportswoman ,спортсменка,Identity and culture: what my friends and family are like - Words relating to dress and style
style ,стиль,Identity and culture: what my friends and family are like - Words relating to dress and style
suit ,костюм,Identity and culture: what my friends and family are like - Words relating to dress and style
sweater ,свитер,Identity and culture: what my friends and family are like - Words relating to dress and style
swimming costume ,"купальник, купальный костюм",Identity and culture: what my friends and family are like - Words relating to dress and style
tee shirt ,футболка,Identity and culture: what my friends and family are like - Words relating to dress and style
tie ,галстук,Identity and culture: what my friends and family are like - Words relating to dress and style
tracksuit ,спортивный костюм,Identity and culture: what my friends and family are like - Words relating to dress and style
trainers ,кроссовки,Identity and culture: what my friends and family are like - Words relating to dress and style
trousers ,брюки,Identity and culture: what my friends and family are like - Words relating to dress and style
umbrella ,зонтик,Identity and culture: what my friends and family are like - Words relating to dress and style
uniform ,форма,Identity and culture: what my friends and family are like - Words relating to dress and style
vest ,майка,Identity and culture: what my friends and family are like - Words relating to dress and style
watch ,часы,Identity and culture: what my friends and family are like - Words relating to dress and style
cardigan ,кофта,Identity and culture: what my friends and family are like - Words relating to dress and style
cotton (made of cotton) ,хлопок (сделано из хлопка),Identity and culture: what my friends and family are like - Words relating to dress and style
glove ,перчатка,Identity and culture: what my friends and family are like - Words relating to dress and style
hairdresser's ,парикмахерская,Identity and culture: what my friends and family are like - Words relating to dress and style
heel ,каблук,Identity and culture: what my friends and family are like - Words relating to dress and style
lipstick ,помада,Identity and culture: what my friends and family are like - Words relating to dress and style
loose (i.e. too big) ,велик/а/о/и,Identity and culture: what my friends and family are like - Words relating to dress and style
neat ,аккуратный,Identity and culture: what my friends and family are like - Words relating to dress and style
perfume ,духи,Identity and culture: what my friends and family are like - Words relating to dress and style
raincoat ,плащ,Identity and culture: what my friends and family are like - Words relating to dress and style
ring ,кольцо,Identity and culture: what my friends and family are like - Words relating to dress and style
slippers ,тапочки,Identity and culture: what my friends and family are like - Words relating to dress and style
tattoo ,татуировка,Identity and culture: what my friends and family are like - Words relating to dress and style
tights ,колготки,Identity and culture: what my friends and family are like - Words relating to dress and style
to put on makeup ,краситься,Identity and culture: what my friends and family are like - Words relating to dress and style
age ,возраст,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
alcohol ,алкоголь,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
"arm, hand ",рука,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
armchair ,кресло,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
at home ,дома,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
at my/our house ,у меня /у нас дома,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
aunt ,тётя,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
back ,спина,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
bald ,лысый,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
bath ,ванна,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
bathroom ,ванная,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
beard ,борода,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
bearded ,с бородой,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
beautiful ,красивый,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
bed (linen) ,постель,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
bed(stead) ,кровать,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
bedroom ,спальня,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
bedside cabinet ,тумбочка,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
bird ,птица,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
birthday ,день рождения,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
birthplace ,место рождения,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
block (of flats) ,дом,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
blond/e ,блондин/ка,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
boy ,мальчик,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
brother ,брат,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
brunette ,брюнет/ка,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
"brothers and sisters, siblings ",братья и сёстры,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
cat ,кошка,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
cat (m) ,кот,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
chair ,стул,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
"character, personality ",характер,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
"charming, nice ",милый,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
child ,ребёнок,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
children ,дети,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
"comfortable (house, furniture) ",удобный,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
curly ,кудрявый,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
curtains ,занавески,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
"dacha, country cottage ",дача,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
daily routine ,режим дня,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
dad ,папа,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
date of birth ,дата рождения,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
daughter ,дочь,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
diet ,диета,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
dining room ,столовая,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
dog ,собака,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
door ,дверь,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
ear/s ,ухо/уши,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
energetic ,энергичный,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
enthusiasm ,энтузиазм,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
eyes ,глаза,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
face ,лицо,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
family ,семья,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
father ,отец,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
first name ,имя,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
flat; apartment ,квартира,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
friend (f) ,подруга,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
friend (m) ,друг,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
friends ,друзья,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
furniture ,мебель,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
garage ,гараж,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
garden ,сад,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
girl (older) ,девушка,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
girl (young) ,девочка,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
glasses ,очки,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
goldfish ,золотая рыбка,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
grandchild (f) ,внучка,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
grandchild (m) ,внук,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
"grandfather, grandad ",дедушка,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
"grandmother, grandma, granny ",бабушка,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
grandparents ,бабушка и дедушка,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
guest ,гость,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
guinea pig ,морская свинка,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
hair ,волосы,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
hamster ,хомяк,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
head ,голова,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
health ,здоровье,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
horse ,лошадь,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
house ,дом,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
house (small) ,домик,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
ideal ,идеальный,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
identity ,личность,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
"intelligent, clever ",умный,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
kind ,добрый,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
kitchen ,кухня,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
"lamp, light ",лампа,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
lazy ,ленивый,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
"leg, foot ",нога,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
life ,жизнь,"Identity and culture: what my friends and family are like - Words on relations, relationships, personal and physical characteristics"
